4b35a7,873.63436287728517896275,3,8840151,2882206,8839302,2882412
d1c812,9009.37939039088307834304,1,7861434,3861169,7854868,3867338
586b6a,8399.74005550171772695103,1,8581952,4034073,8587904,4028146
40c0ff,126.56223765404908484755,2,8941943,3191113,8941886,3191226
caff8f,917.48623967883027864093,3,8577495,3561766,8576990,3562532
bcc1e8,430.68550010419435990896,3,9201613,6602811,9201226,6602622
fb543a,544.65585464584882216549,3,9562667,7007569,9562334,7007138
bcc374,9973.94811496430434483961,1,8605198,5051120,8615019,5052860
ff8b6d,164.93938280471404746877,2,9881969,6722838,9881938,6722676
c0effa,360.69377593742867356281,3,8158644,2870058,8158288,2870116
997027,209.41824180333479248986,2,7302816,3050100,7302632,3050200
