6cf79a,111.78998166204340155357,2
fca00f,714.86012617854130807131,3
1887f9,71.70076708097340850930,2
7c8302,981.05708294675697733949,3
64e49e,8730.95241081979555191092,1
7d0ff0,720.58379110274191623430,3
adf3b4,165.46298679765212070979,2
035a3a,9316.73601643837497004207,1
35a2f8,223.43902971504329373162,2
c0d1e8,16430.97805975042984142167,Unknown
84fb89,8747.21304187796720202399,1
6bd46e,8810.22508225527686489672,1
8b863b,8566.60597903276977839153,1
393cf6,9739.61857569381409910698,1
35250c,529.93961920203701637108,3
e4c26e,19047.66326875819169440981,Unknown
95f20f,18289.60108914352456495447,Unknown
4efc6c,267.46962444359920250835,3
6c00fc,17780.83822546057585046128,Unknown
748dbd,441.67861619055093213261,3
77d5bf,231.79516819813134318818,2
567738,843.72981457336210456067,3
390a3c,974.12216892954448354980,3
41c837,8599.74121703670801801283,1
b19f03,200.53179299053803652947,2
1de879,9845.27511042733635199643,1
9e57b6,295.33032353620581099707,3
f76c18,9174.36455565179729358243,1
aa431b,8033.19718418513613420881,1
b46b05,8035.60178206959183060193,1
a4ebfa,371.31253682039878035109,3
b22d92,9284.86321924022745051395,1
eeec12,100.44899203078147364113,2
4337e4,8493.62266644804512415334,1
56da4d,105.54619841567009276458,2
f34295,135.05924625881783736973,2
e08c63,8717.50336965808118178468,1
bb6006,9792.74532498420485702765,1
fac832,8212.74375589546809281876,1
cbb53c,197.18519214180358933821,2
3866f5,175.23127574722498721091,2
ad91f9,755.99272483271953772572,3
efd347,8689.70177854223027190438,1
d7b8dd,201.89601283829257434085,2
4767b3,492.85393373696430302899,3
c61b24,69.97142273814360565048,2
df190b,151.82226450688976599328,2
34ef76,8528.22378927757734764357,1
fcde4f,663.48323264420179316981,3
1e21c6,492.85393373696430302899,3
618538,176.26400653565094768434,2
dc8e8e,19125.49805887417929022896,Unknown
0b4e30,701.46275738630629027876,3
f5da45,9730.91701742441127061251,1
9cc18d,8351.44640167198821974146,1
beea09,9542.86015825444232418433,1
7b2b5b,9415.06776396219041042255,1
97bc2d,8578.83500249305412645100,1
5074ff,878.19872466315959687059,3
ea6fa0,622.80735384226156389855,3
f243ef,774.63927088677862872458,3
5a3ce4,8708.42258965422508853468,1
856061,16705.37506313461972610671,Unknown
0a4aa3,534.17693697875051558014,3
796822,742.99394344772420897080,3
2c2c74,129.55693729013510452096,2
2b3ebd,944.73276644773997168609,3
37735c,8670.84038602948797240142,1
