e44e7f,4060368,5398718
a48f9a,7806896,6683804
3bbd29,8382924,4349240
6e51c2,1939224,4428768
d2e9ef,5361376,6406950
419c68,3601332,2402076
c93db6,8214334,1505338
417399,7237976,1871334
8e6798,8808228,968936
18ffbc,7472888,4262002
bda2ee,5786152,6799866
b5a8f9,7395504,7123046
052870,7113086,3472038
0231bc,5744622,3317696
bb037f,3975448,2405198
e94174,5801208,5732780
bb472e,8362480,6549252
bba9b5,1847996,3735298
8249aa,2882166,3026192
e26800,6772586,3701112
bc0098,6724730,3280206
9123be,8161092,1851262
024d60,7712506,5915964
c8576a,8984309,3176204
cdd150,5643057,3783074
9f5364,8323280,3552440
146f73,7182256,4984896
540413,5334689,6957450
a06fcb,8195862,6181896
34b0fe,3331152,4620970
a1f546,9340976,4769850
f1f57c,8384854,4566913
9d6f89,5663686,3351708
deca3b,7898080,7652380
6b1755,8668810,1802057
ada764,2622050,4294009
8c513c,3530447,5209962
6b380b,10867940,1671134
0b6ba6,7261703,3236056
793b3a,8114044,7428492
ad83c4,6940549,901020
030259,4334601,5877322
80f9c7,4284678,2056060
3654f2,3478155,3839037
5456c3,10409852,600547
9a17bc,9708959,2722045
adcb98,5185504,6258859
accdf1,9147639,3271069
b1db9a,8755955,3836147
db82fe,6374069,4483004
d51e0d,8761823,4328100
144819,3295053,2339076
9ea4e9,7827918,5858981
1548f4,4811123,6115910
e6a048,6606995,4797560
13ad3c,7596885,3140137
48c2e6,3012312,4091449
83bcc1,2620726,4102273
041528,8612702,2678263
8083ef,5228515,6012996
a77cf2,5423137,5304922
695a62,3773038,6762897
7609ce,9057930,2660122
9c26ad,4616317,3152325
e0b5e6,7904526,5711301
3c65e0,5771023,1536211
bfe8e6,5982541,2681166
51fde9,4854170,3494070
c3844c,10349771,2606032
4c560f,2808199,2584087
b8c747,3379967,3723121
69fe94,4743868,2949035
ba2cfd,10348880,3737612
97fe1d,2664480,5006744
acdf27,6414370,6266850
405595,4490070,5450453
c34214,7203961,5998269
17b859,10125836,3173028
6782ef,3167326,3517327
f1d5c3,10671894,1551750
c5014b,8385795,4274059
3a8ff3,2763095,3185000
f6e452,5852190,7661423
f1e515,6556928,6869856
39f517,5787630,3616540
fbb267,10264982,2832174
1ba100,9232685,4509985
970fbe,4626307,5331878
ae88c8,7330890,1906092
df09ef,4476452,5592632
8f8e7e,6133067,2977006
309abb,7198511,4473322
ceda0d,5999942,4135171
9c6993,10400834,3585346
a4b579,5377042,7097283
3cb3db,2070351,3967591
1b9938,4940103,4824904
cbc122,7888803,1250960
ce32d1,3163373,6440783
3a661e,3722061,5222910
04f119,3333483,3847059
86192c,4555147,5241958
a58644,1430809,5569792
b6ffd1,7492853,6975907
bb4278,3238241,6321994
0b3e31,4384054,5782956
4a3faa,7899485,5267707
da5614,8064254,6572753
fc5d9c,3801049,7106960
ae3394,7589520,5139437
60c4cd,5253730,5211852
5f53d2,1825332,2897433
060d30,9626084,2192047
f8d6c3,2484762,45850
a5da56,2815212,4332090
21a4fa,5071111,2677216
e637ee,5567202,5788790
afc5c7,1393809,1311790
ea073d,10068471,518612
3e3399,3870838,5880828
6bfb09,7533948,4537878
3786c5,3678857,878609
e5c0fb,6207236,7134587
6c3e77,7643140,6005640
817cb6,3363247,2994551
1c2cc8,5542009,4518208
dc7ab1,5538706,2076027
a6bad7,4632838,5732656
d63991,307639,4119825
e23e17,6664193,4479090
3066b4,3039051,1905044
b46aef,6439468,5199919
1f63c0,3084058,7130913
63c741,1640235,3021552
da7c6b,6963776,6108113
34ddc3,9828671,3958071
b40959,4791316,3569230
afa6a7,3021316,5159604
6b2b86,9520963,2055073
fd0b38,5419200,4007126
21d88b,9538886,4758934
c43b27,5066452,4248724
34cfb2,4505610,3897235
e000ff,7985453,3249477
bf823d,2944685,4882350
67704f,7372655,7398792
f64521,1021872,3742119
99b36c,3014572,4977915
2bca72,4512376,4117120
c88378,4856055,2339087
a425fd,4145200,4329558
888c35,4721950,5349795
2a1e4d,5232315,4543528
288b70,4301550,4845850
14f168,2927224,5405959
102617,4035836,7920716
afac0e,6303368,2207016
02d23a,10918192,1370836
a9c3db,6107650,6790677
e2e065,4921289,5224714
95df4d,3994351,1984255
9d5eeb,9618578,4443461
9e3013,2590683,4256731
4c504b,8499976,4967342
552bc4,6344749,3648709
25c4a4,6025913,3162290
39f704,3884047,6954954
67f74d,5370583,5899660
38fcd6,9047552,2243028
eefc88,4254522,2940368
4e4a09,7495272,6369870
3bbc1d,8967444,5383616
118a2c,6870384,6266246
c203f8,8537782,3258075
5f0db3,4231190,5871961
70e577,7219726,4391128
37c9b9,2968574,5307959
cb569f,9979449,4073413
cf9a5f,8705793,6726148
91ff8b,6611890,4728259
a80678,6522878,2733148
c3333f,6339572,4378255
0cfcde,6822552,4508771
30b781,7430502,3410164
f749b9,10920700,1324025
1af89c,6545505,800288
0b6180,874694,6189949
d86746,2904102,6726957
07eb81,5217213,6048782
577aaa,8225884,6863704
5c9799,2719696,3420141
fde2d9,1279558,4794501
350e14,3497374,6801417
555312,7088145,5796334
5840fa,4656088,3839098
6d11bd,9904610,4357218
aaefb0,6733825,5937862
6fb1d0,2945327,2581324
c1f62b,5017260,1175723
5aaa16,4274131,2399036
900005,4215399,3488842
e715f6,5382058,3387017
bf0e65,7335867,2988208
fac092,10175952,1883125
508cfe,6433015,6683879
a17ba0,8197712,443071
dbb52d,6477405,1942437
75f103,5153477,3912697
a78519,6684893,2583641
11eff7,8381826,5918957
af5385,3535592,6424475
77a753,9262905,4858970
42e76d,5538786,6765401
fe0974,7320865,2188000
3fec33,4849733,1014705
12a105,4674454,2739255
ca6e61,6469525,2105825
08ebbe,3876368,4680168
9c8940,4798047,4778590
ba2ced,2922048,5575950
a5ce07,3461299,4787749
3feaed,2771311,6078933
6fdce9,1173046,3669932
a6fd2d,1103213,4258902
119c7a,574997,2697268
07d980,3230918,3002224
676562,995367,1682213
c2a206,6686312,1808587
b94589,2787355,3154805
4f7fa9,3477099,3357101
a86c5a,3473156,5737859
409491,2710199,3042421
805bac,3948000,5785450
f2b072,4974557,2914031
4c40d6,4086126,2656047
604392,4141648,3630081
ce1f7a,1450972,3811507
3e9df8,3029779,2266310
61bf61,3760783,5519501
52eae7,3444545,4764891
d5c409,6234555,2313551
a13ea2,4292872,5367440
eee7fc,3715106,3952038
c4e304,5053370,3998196
7fd778,5861052,3739049
ac05cc,3622004,5046693
